timestamp_ms,timestamp,open,high,low,close,volume,quote_asset_volume,last_trade_id,sample_count,open_raw,high_raw,low_raw,close_raw
1774656000000,2026-03-28 00:00:00,1991.48,1992.13,1989.81,1992.11,0,0,0,1754,0,0,0,0
1774656300000,2026-03-28 00:05:00,1992.11,1992.38,1989.6,1989.69,0,0,0,1734,0,0,0,0
1774656600000,2026-03-28 00:10:00,1989.69,1989.81,1988.38,1988.57,0,0,0,1597,0,0,0,0
1774656900000,2026-03-28 00:15:00,1988.57,1991.49,1988.57,1989.52,0,0,0,1670,0,0,0,0
1774657200000,2026-03-28 00:20:00,1989.52,1990.91,1989.43,1990.69,0,0,0,1447,0,0,0,0
1774657500000,2026-03-28 00:25:00,1990.69,1990.87,1989.84,1990.82,0,0,0,1412,0,0,0,0
1774657800000,2026-03-28 00:30:00,1990.85,1993.33,1990.85,1991.44,0,0,0,1615,0,0,0,0
1774658100000,2026-03-28 00:35:00,1991.44,1994.1,1991.09,1993.48,0,0,0,1544,0,0,0,0
1774658400000,2026-03-28 00:40:00,1993.48,1993.86,1991.03,1992.82,0,0,0,1444,0,0,0,0
1774658700000,2026-03-28 00:45:00,1992.82,1992.82,1990.77,1990.77,0,0,0,1374,0,0,0,0
1774659000000,2026-03-28 00:50:00,1990.73,1991.62,1990.33,1991.33,0,0,0,1388,0,0,0,0
1774659300000,2026-03-28 00:55:00,1991.33,1993.21,1991.05,1991.45,0,0,0,1336,0,0,0,0
1774659600000,2026-03-28 01:00:00,1991.45,1991.67,1988.83,1990.41,0,0,0,1530,0,0,0,0
1774659900000,2026-03-28 01:05:00,1990.41,1990.93,1987.42,1987.78,0,0,0,1424,0,0,0,0
1774660200000,2026-03-28 01:10:00,1987.74,1988.27,1984.19,1985.87,0,0,0,1990,0,0,0,0
1774660500000,2026-03-28 01:15:00,1985.89,1988.14,1985.89,1987.87,0,0,0,1547,0,0,0,0
1774660800000,2026-03-28 01:20:00,1987.87,1988.61,1987.06,1988.32,0,0,0,1392,0,0,0,0
1774661100000,2026-03-28 01:25:00,1988.32,1988.39,1986.48,1987.05,0,0,0,1419,0,0,0,0
1774661400000,2026-03-28 01:30:00,1987.1,1989.8,1986.99,1988.57,0,0,0,1489,0,0,0,0
1774661700000,2026-03-28 01:35:00,1988.3,1988.3,1983.61,1985.49,0,0,0,2075,0,0,0,0
1774662000000,2026-03-28 01:40:00,1985.49,1987.68,1985.04,1986.78,0,0,0,1584,0,0,0,0
1774662300000,2026-03-28 01:45:00,1986.78,1989.33,1986.78,1988.47,0,0,0,1563,0,0,0,0
1774662600000,2026-03-28 01:50:00,1988.47,1989.64,1987.82,1989.43,0,0,0,1444,0,0,0,0
1774662900000,2026-03-28 01:55:00,1989.41,1989.66,1987.43,1989.2,0,0,0,1501,0,0,0,0
1774663200000,2026-03-28 02:00:00,1989.2,1992.42,1988.82,1992.15,0,0,0,1875,0,0,0,0
1774663500000,2026-03-28 02:05:00,1992.15,1992.29,1988.72,1990.14,0,0,0,1620,0,0,0,0
1774663800000,2026-03-28 02:10:00,1990.14,1990.79,1989.28,1989.28,0,0,0,1327,0,0,0,0
1774664100000,2026-03-28 02:15:00,1989.15,1990.31,1984.53,1985.04,0,0,0,1731,0,0,0,0
1774664400000,2026-03-28 02:20:00,1985.04,1985.53,1984.36,1985.38,0,0,0,1426,0,0,0,0
1774664700000,2026-03-28 02:25:00,1985.38,1985.42,1983.72,1984.22,0,0,0,1414,0,0,0,0
1774665000000,2026-03-28 02:30:00,1984.22,1984.99,1981.65,1983.48,0,0,0,1813,0,0,0,0
1774665300000,2026-03-28 02:35:00,1983.36,1984.69,1982.65,1983.92,0,0,0,1479,0,0,0,0
1774665600000,2026-03-28 02:40:00,1983.92,1985.66,1983.6,1985.3,0,0,0,1293,0,0,0,0
1774665900000,2026-03-28 02:45:00,1985.3,1985.52,1983.88,1985.35,0,0,0,1354,0,0,0,0
1774666200000,2026-03-28 02:50:00,1985.35,1985.99,1985.27,1985.71,0,0,0,1242,0,0,0,0
1774666500000,2026-03-28 02:55:00,1985.53,1986.12,1985.14,1986.04,0,0,0,1187,0,0,0,0
1774666800000,2026-03-28 03:00:00,1986.04,1987.41,1985.68,1985.87,0,0,0,1467,0,0,0,0
1774667100000,2026-03-28 03:05:00,1985.87,1987.43,1985.86,1986.77,0,0,0,1438,0,0,0,0
1774667400000,2026-03-28 03:10:00,1986.77,1987.19,1986.4,1986.58,0,0,0,1238,0,0,0,0
1774667700000,2026-03-28 03:15:00,1986.58,1988.61,1986.58,1988.32,0,0,0,1315,0,0,0,0
1774668000000,2026-03-28 03:20:00,1988.32,1988.83,1987.95,1988.67,0,0,0,1231,0,0,0,0
1774668300000,2026-03-28 03:25:00,1988.67,1989.05,1987.79,1989.02,0,0,0,1238,0,0,0,0
1774668600000,2026-03-28 03:30:00,1989.02,1989.59,1987.37,1987.8,0,0,0,1257,0,0,0,0
1774668900000,2026-03-28 03:35:00,1987.82,1989.94,1987.79,1987.96,0,0,0,1463,0,0,0,0
1774669200000,2026-03-28 03:40:00,1988.0,1989.73,1987.75,1989.45,0,0,0,1325,0,0,0,0
1774669500000,2026-03-28 03:45:00,1989.45,1989.47,1986.96,1988.13,0,0,0,1348,0,0,0,0
1774669800000,2026-03-28 03:50:00,1988.13,1988.62,1986.95,1987.54,0,0,0,1246,0,0,0,0
1774670100000,2026-03-28 03:55:00,1987.54,1988.04,1987.44,1987.87,0,0,0,1181,0,0,0,0
